0,25.48841937,51.45016834
0.5,25.48845716,51.45014416
1,25.48849357,51.45011754
1.5,25.48852979,51.4500906
2,25.48856665,51.45006467
2.5,25.48860422,51.45004001
3,25.48864244,51.4500167
3.5,25.48868084,51.44999369
4,25.4887191,51.44997037
4.5,25.48875756,51.44994744
5,25.48879594,51.44992447
5.5,25.48883417,51.44990117
6,25.48887249,51.44987809
6.5,25.4889107,51.44985474
7,25.4889489,51.44983146
7.5,25.48898712,51.44980825
8,25.48902524,51.44978482
8.5,25.48906335,51.44976138
9,25.48910151,51.44973804
9.5,25.48913971,51.44971482
10,25.48917779,51.4496913
10.5,25.48921592,51.4496678
11,25.48925426,51.44964473
11.5,25.48929241,51.44962127
12,25.48933106,51.44959879
12.5,25.48936942,51.44957567
13,25.48940731,51.44955162
13.5,25.48944553,51.44952823
14,25.48948371,51.44950483
14.5,25.48952183,51.44948134
15,25.48955997,51.44945787
15.5,25.48959809,51.44943428
16,25.48963615,51.44941063
16.5,25.48967423,51.44938704
17,25.48971235,51.44936354
17.5,25.48975056,51.44934013
18,25.48978883,51.44931681
18.5,25.48982699,51.4492933
19,25.48986526,51.44926999
19.5,25.48990344,51.4492466
20,25.4899416,51.44922311
20.5,25.48997984,51.4491999
21,25.49001801,51.44917654
21.5,25.49005616,51.44915317
22,25.4900943,51.44912976
22.5,25.49013246,51.44910641
23,25.49017054,51.44908289
23.5,25.49020864,51.44905944
24,25.49024671,51.4490359
24.5,25.49028478,51.44901239
25,25.49032284,51.44898878
25.5,25.49036081,51.44896505
26,25.4903988,51.44894138
26.5,25.49043683,51.44891776
27,25.49047481,51.44889409
27.5,25.49051286,51.4488705
28,25.49055093,51.44884695
28.5,25.49058903,51.44882334
29,25.49062711,51.44879972
29.5,25.49066521,51.44877618
30,25.49070332,51.44875265
30.5,25.49074145,51.44872915
31,25.49077954,51.44870559
31.5,25.4908177,51.44868207
32,25.49085568,51.44865846
32.5,25.49089366,51.44863496
33,25.4909317,51.44861152
33.5,25.49096972,51.44858809
34,25.49100781,51.44856468
34.5,25.49104597,51.44854137
35,25.49108411,51.44851807
35.5,25.49112227,51.44849472
36,25.49116041,51.44847133
36.5,25.49119856,51.44844793
37,25.49123667,51.44842447
37.5,25.49127477,51.44840094
38,25.49131286,51.44837734
38.5,25.49135099,51.44835385
39,25.49138905,51.44833023
39.5,25.49142714,51.44830661
40,25.49146522,51.44828299
40.5,25.49150333,51.44825937
41,25.49154141,51.44823577
41.5,25.4915795,51.44821218
42,25.49161763,51.44818861
42.5,25.49165574,51.448165
43,25.4916938,51.44814137
43.5,25.49173184,51.44811778
44,25.49176989,51.4480942
44.5,25.4918078,51.44807041
45,25.49184582,51.44804671
45.5,25.49188384,51.44802302
46,25.49192197,51.44799943
46.5,25.49196026,51.44797617
47,25.49199869,51.44795321
47.5,25.49203719,51.44793037
48,25.49207589,51.44790797
48.5,25.49211479,51.44788608
49,25.49215392,51.44786462
49.5,25.49219314,51.44784344
50,25.49223251,51.44782259
50.5,25.49227215,51.44780252
51,25.49231198,51.44778282
51.5,25.49235194,51.44776346
52,25.49239202,51.44774444
52.5,25.49243233,51.44772605
53,25.49247275,51.44770785
53.5,25.49251333,51.4476899
54,25.492554,51.44767266
54.5,25.49259506,51.44765634
55,25.49263645,51.44764064
55.5,25.49267791,51.44762597
56,25.49271993,51.44761252
56.5,25.49276219,51.44760097
57,25.49280491,51.44759164
57.5,25.49284817,51.4475847
58,25.4928915,51.44758127
58.5,25.49293519,51.44758113
59,25.49297881,51.44758395
59.5,25.4930219,51.44759031
60,25.49306506,51.44759998
60.5,25.49310629,51.44761353
61,25.49314718,51.44763083
61.5,25.4931862,51.44765209
62,25.49322286,51.44767726
62.5,25.49325798,51.44770641
63,25.4932898,51.44773887
63.5,25.49331853,51.44777472
64,25.49334432,51.44781413
64.5,25.49336612,51.44785565
65,25.49338488,51.44789943
65.5,25.49340017,51.44794505
66,25.49341102,51.44799135
66.5,25.49341856,51.44803937
67,25.49342203,51.44808706
67.5,25.49342244,51.44813552
68,25.49341925,51.44818358
68.5,25.49341265,51.4482311
69,25.49340268,51.44827841
69.5,25.49338959,51.44832404
70,25.49337401,51.44836947
70.5,25.49335703,51.44841359
71,25.49333828,51.44845734
71.5,25.49331793,51.4484999
72,25.49329633,51.44854192
72.5,25.49327396,51.44858335
73,25.49325066,51.44862421
73.5,25.4932266,51.44866459
74,25.49320205,51.44870451
74.5,25.49317684,51.44874409
75,25.49315119,51.44878314
75.5,25.49312527,51.44882207
76,25.49309935,51.448861
76.5,25.49307311,51.44889952
77,25.49304638,51.44893774
77.5,25.49301945,51.4489758
78,25.49299268,51.44901391
78.5,25.49296548,51.44905171
79,25.49293757,51.44908886
79.5,25.49290944,51.44912581
80,25.49288134,51.44916276
80.5,25.49285305,51.44919949
81,25.49282435,51.44923589
81.5,25.49279589,51.44927243
82,25.49276748,51.44930907
82.5,25.49273923,51.44934596
83,25.49271101,51.44938289
83.5,25.49268289,51.44941988
84,25.49265498,51.44945708
84.5,25.49262749,51.44949461
85,25.49260044,51.44953264
85.5,25.49257407,51.44957116
86,25.49254806,51.44960995
86.5,25.49252221,51.44964894
87,25.49249669,51.44968823
87.5,25.49247178,51.44972786
88,25.49244667,51.44976743
88.5,25.49242197,51.44980716
89,25.49239672,51.44984658
89.5,25.49237105,51.44988566
90,25.49234514,51.44992458
90.5,25.49231946,51.44996369
91,25.49229353,51.45000254
91.5,25.49226724,51.45004116
92,25.49224109,51.45007992
92.5,25.49221546,51.45011908
93,25.49219023,51.45015851
93.5,25.49216507,51.45019802
94,25.49214002,51.45023761
94.5,25.49211508,51.45027723
95,25.49209004,51.45031681
95.5,25.4920647,51.45035615
96,25.49203945,51.45039557
96.5,25.49201425,51.45043504
97,25.49198911,51.45047458
97.5,25.49196404,51.45051413
98,25.49193906,51.45055377
98.5,25.49191411,51.45059341
99,25.49188922,51.45063312
99.5,25.49186442,51.45067294
100,25.49183982,51.45071285
100.5,25.49181532,51.45075285
101,25.49179092,51.45079291
101.5,25.49176668,51.45083308
102,25.49174259,51.45087343
102.5,25.49171856,51.4509138
103,25.49169463,51.4509542
103.5,25.4916709,51.45099481
104,25.4916494,51.45103451
104.5,25.49163717,51.45108314
105,25.49162383,51.45112893
105.5,25.49161064,51.45117507
106,25.49159824,51.4512214
106.5,25.49158819,51.4512684
107,25.49157978,51.45131584
107.5,25.49157237,51.45136344
108,25.4915655,51.45141123
108.5,25.49155955,51.45145914
109,25.49155406,51.45150712
109.5,25.4915485,51.45155506
110,25.49154208,51.45160299
110.5,25.4915336,51.4516504
111,25.49152303,51.45169728
111.5,25.49151,51.45174341
112,25.49149324,51.45178805
112.5,25.4914724,51.45183066
113,25.49144643,51.45186952
113.5,25.4914169,51.4519052
114,25.49138684,51.45193995
114.5,25.49135587,51.45197379
115,25.49132314,51.45200567
115.5,25.49128926,51.45203604
116,25.4912559,51.45206716
116.5,25.49122244,51.4520983
117,25.49118842,51.45212866
117.5,25.49115441,51.45215894
118,25.49112108,51.45219017
118.5,25.49108797,51.45222165
119,25.49105438,51.45225246
119.5,25.49102105,51.45228369
120,25.49098838,51.45231578
120.5,25.49095638,51.4523487
121,25.4909251,51.45238243
121.5,25.49089441,51.45241665
122,25.49086424,51.45245149
122.5,25.49083468,51.45248712
123,25.49080573,51.45252332
123.5,25.49077699,51.45255965
124,25.49074838,51.45259617
124.5,25.49072001,51.45263295
125,25.49069202,51.45267009
125.5,25.4906643,51.45270739
126,25.49063714,51.45274523
126.5,25.49061068,51.45278366
127,25.49058478,51.45282265
127.5,25.49055948,51.45286205
128,25.49053475,51.45290191
128.5,25.49051057,51.45294222
129,25.49048686,51.45298281
129.5,25.49046358,51.45302373
130,25.49044069,51.45306498
130.5,25.49041856,51.4531066
131,25.49039701,51.45314866
131.5,25.49037593,51.45319105
132,25.49035529,51.45323367
132.5,25.49033503,51.45327652
133,25.49031528,51.45331967
133.5,25.4902961,51.45336311
134,25.49027734,51.45340672
134.5,25.49025897,51.4534506
135,25.49024105,51.45349471
135.5,25.49022355,51.45353901
136,25.49020645,51.45358345
136.5,25.49018974,51.45362809
137,25.49017352,51.45367299
137.5,25.49015778,51.4537182
138,25.49014276,51.45376348
138.5,25.49012834,51.45380915
139,25.49011458,51.45385498
139.5,25.4901014,51.45390119
140,25.4900888,51.45394744
140.5,25.49007655,51.45399387
141,25.49006496,51.45404043
141.5,25.49005388,51.45408721
142,25.49004336,51.45413416
142.5,25.49003314,51.45418123
143,25.49002337,51.45422839
143.5,25.49001419,51.45427555
144,25.49000529,51.45432284
144.5,25.48999675,51.45437019
145,25.48998867,51.45441767
145.5,25.48998102,51.45446525
146,25.48997367,51.45451294
146.5,25.48996671,51.4545607
147,25.48996019,51.45460853
147.5,25.48995399,51.45465639
148,25.48994797,51.4547043
148.5,25.48994225,51.4547522
149,25.48993668,51.45480009
149.5,25.48993131,51.45484802
150,25.48992623,51.45489601
150.5,25.48992142,51.45494401
151,25.4899168,51.45499203
151.5,25.48991235,51.45504008
152,25.48990804,51.45508816
152.5,25.4899039,51.45513623
153,25.48990007,51.45518433
153.5,25.48989649,51.4552325
154,25.48989304,51.45528064
154.5,25.48988965,51.45532887
155,25.48988631,51.4553771
155.5,25.48988327,51.45542536
156,25.48988044,51.45547364
156.5,25.48987778,51.45552192
157,25.48987542,51.45557023
157.5,25.48987331,51.45561854
158,25.48987122,51.45566687
158.5,25.48986937,51.4557152
159,25.48986751,51.45576353
159.5,25.48986596,51.45581189
160,25.48986476,51.45586023
160.5,25.48986359,51.45590854
161,25.48986265,51.45595687
161.5,25.48986204,51.4560052
162,25.48986167,51.45605353
162.5,25.48986149,51.45610187
163,25.48986155,51.4561502
163.5,25.48986207,51.45619857
164,25.48986298,51.45624693
164.5,25.48986405,51.45629525
165,25.48986536,51.4563436
165.5,25.48986688,51.45639191
166,25.48986873,51.45644019
166.5,25.48987096,51.45648843
167,25.48987348,51.45653665
167.5,25.48987613,51.45658488
168,25.48987923,51.45663303
168.5,25.48988246,51.45668128
169,25.48988589,51.45672942
169.5,25.48988953,51.45677762
170,25.48989341,51.45682581
170.5,25.4898975,51.45687397
171,25.48990171,51.45692212
171.5,25.48990612,51.45697025
172,25.48991069,51.45701837
172.5,25.4899155,51.4570664
173,25.48992046,51.45711442
173.5,25.48992545,51.45716248
174,25.48993061,51.45721047
174.5,25.48993598,51.45725844
175,25.48994138,51.45730645
175.5,25.48994693,51.45735443
176,25.48995255,51.4574024
176.5,25.4899581,51.45745039
177,25.4899637,51.45749837
177.5,25.48996943,51.45754625
178,25.48997521,51.45759406
178.5,25.48998102,51.45764188
179,25.48998675,51.45768968
179.5,25.48999234,51.45773747
180,25.48999788,51.45778534
180.5,25.49000355,51.45783321
181,25.49000919,51.45788109
181.5,25.49001475,51.45792899
182,25.49001984,51.45797695
182.5,25.49002436,51.45802498
183,25.49002837,51.45807307
183.5,25.49003204,51.45812123
184,25.49003512,51.45816944
184.5,25.49003734,51.45821768
185,25.49003899,51.45826596
185.5,25.49004017,51.45831428
186,25.49004033,51.45836266
186.5,25.4900398,51.45841101
187,25.49003862,51.45845942
187.5,25.49003688,51.45850763
188,25.49003413,51.45855586
188.5,25.4900304,51.45860412
189,25.49002588,51.45865232
189.5,25.49002063,51.45870016
190,25.49001369,51.45874773
190.5,25.49000517,51.45879553
191,25.48999516,51.45884216
191.5,25.48998338,51.458889
192,25.48996934,51.45893475
192.5,25.48995328,51.45897948
193,25.489935,51.45902391
193.5,25.48991432,51.45906603
194,25.48989115,51.4591074
194.5,25.48986616,51.45914653
195,25.48983927,51.45918522
195.5,25.48981139,51.45922178
196,25.48978131,51.45925688
196.5,25.48974991,51.45929086
197,25.48971818,51.45932341
197.5,25.48968564,51.45935573
198,25.48965233,51.45938698
198.5,25.48961853,51.45941733
199,25.4895844,51.45944746
199.5,25.4895499,51.45947713
200,25.48951488,51.45950595
200.5,25.48947937,51.45953402
201,25.48944355,51.4595616
201.5,25.48940732,51.45958853
202,25.48937037,51.45961427
202.5,25.48933317,51.45963952
203,25.4892957,51.45966437
203.5,25.48925787,51.45968845
204,25.48921946,51.45971147
204.5,25.48918051,51.45973325
205,25.48914122,51.45975423
205.5,25.48910176,51.45977474
206,25.4890621,51.45979488
206.5,25.48902215,51.45981426
207,25.48898187,51.45983285
207.5,25.48894138,51.45985084
208,25.48890066,51.45986826
208.5,25.4888595,51.45988467
209,25.48881821,51.45989969
209.5,25.48877649,51.45991358
210,25.48873389,51.45992577
210.5,25.48869148,51.45993477
211,25.48864838,51.45994197
211.5,25.48860488,51.45994661
212,25.48856137,51.45994837
212.5,25.48851774,51.4599461
213,25.48847481,51.45994001
213.5,25.4884318,51.45993042
214,25.48838982,51.45991846
214.5,25.48834782,51.45990431
215,25.4883074,51.45988701
215.5,25.48826725,51.45986752
216,25.48822794,51.45984689
216.5,25.48818888,51.45982526
217,25.48815025,51.45980276
217.5,25.48811204,51.45977946
218,25.48807395,51.45975589
218.5,25.48803595,51.45973221
219,25.48799796,51.45970864
219.5,25.48795997,51.45968526
220,25.48792206,51.45966174
220.5,25.48788431,51.45963777
221,25.4878468,51.45961347
221.5,25.48780927,51.45958921
222,25.48777189,51.45956455
222.5,25.48773501,51.45953901
223,25.48769861,51.45951249
223.5,25.48766258,51.45948546
224,25.48762673,51.45945809
224.5,25.48759083,51.45943073
225,25.48755535,51.45940271
225.5,25.48752046,51.45937376
226,25.48748572,51.45934458
226.5,25.48745088,51.45931552
227,25.48741614,51.45928634
227.5,25.48738157,51.45925691
228,25.48734703,51.45922741
228.5,25.48731276,51.45919771
229,25.48727869,51.45916766
229.5,25.48724491,51.45913699
230,25.48721171,51.45910566
230.5,25.48717934,51.45907338
231,25.48714764,51.45903977
231.5,25.48711799,51.45900462
232,25.48708947,51.45896751
232.5,25.48706429,51.45892846
233,25.4870416,51.45888708
233.5,25.48702251,51.45884331
234,25.48700736,51.45879854
234.5,25.48699504,51.45875185
235,25.48698714,51.4587045
235.5,25.48698283,51.45865674
236,25.4869812,51.45860819
236.5,25.48698197,51.45856018
237,25.48698478,51.45851195
237.5,25.48698932,51.45846393
238,25.48699452,51.45841592
238.5,25.48700036,51.45836808
239,25.48700648,51.45832015
239.5,25.48701318,51.45827243
240,25.48702017,51.45822467
240.5,25.48702741,51.458177
241,25.48703485,51.45812941
241.5,25.48704236,51.45808181
242,25.48704984,51.4580342
242.5,25.48705757,51.45798667
243,25.48706558,51.45793917
243.5,25.48707384,51.45789175
244,25.48708213,51.4578443
244.5,25.48709068,51.45779691
245,25.48710003,51.45774969
245.5,25.48710977,51.45770254
246,25.48711963,51.45765545
246.5,25.48712951,51.45760834
247,25.48713927,51.45756122
247.5,25.48714911,51.45751413
248,25.48715919,51.45746711
248.5,25.48716916,51.45742001
249,25.48717904,51.45737293
249.5,25.48718883,51.45732579
250,25.48719854,51.45727863
250.5,25.48720823,51.4572315
251,25.48721791,51.45718437
251.5,25.4872276,51.45713727
252,25.48723741,51.45709022
252.5,25.48724702,51.45704312
253,25.48725644,51.45699595
253.5,25.48726592,51.45694881
254,25.48727537,51.45690162
254.5,25.48728461,51.45685442
255,25.48729321,51.45680704
255.5,25.48730102,51.45675949
256,25.48730825,51.45671183
256.5,25.48731538,51.4566641
257,25.48732214,51.45661632
257.5,25.48732848,51.45656849
258,25.48733439,51.45652064
258.5,25.48734037,51.45647277
259,25.48734602,51.45642485
259.5,25.48735142,51.45637689
260,25.48735654,51.45632885
260.5,25.48736139,51.4562808
261,25.48736565,51.45623257
261.5,25.48736908,51.45618438
262,25.48737166,51.45613622
262.5,25.48737332,51.45608796
263,25.48737341,51.45603937
263.5,25.48737161,51.45599148
264,25.48736748,51.45594338
264.5,25.48736072,51.45589526
265,25.48735036,51.45584876
265.5,25.48733702,51.45580258
266,25.48731998,51.45575842
266.5,25.48729952,51.45571566
267,25.48727584,51.45567491
267.5,25.48724939,51.4556368
268,25.48721997,51.45560065
268.5,25.48718896,51.45556703
269,25.48715577,51.45553519
269.5,25.48712157,51.45550575
270,25.48708634,51.45547701
270.5,25.48705066,51.45544955
271,25.48701442,51.45542262
271.5,25.48697766,51.45539658
272,25.48694062,51.45537118
272.5,25.48690344,51.45534604
273,25.48686604,51.45532132
273.5,25.48682845,51.45529685
274,25.48679083,51.45527255
274.5,25.48675297,51.45524861
275,25.48671487,51.45522513
275.5,25.48667668,51.45520185
276,25.48663835,51.45517868
276.5,25.48659983,51.45515598
277,25.48656092,51.45513412
277.5,25.48652181,51.4551127
278,25.48648264,51.45509133
278.5,25.48644346,51.45507005
279,25.48640427,51.4550488
279.5,25.48636498,51.4550277
280,25.48632571,51.45500661
280.5,25.48628643,51.45498549
281,25.48624725,51.45496414
281.5,25.48620808,51.45494284
282,25.48616893,51.45492141
282.5,25.48612986,51.45489982
283,25.48609082,51.45487812
283.5,25.48605185,51.45485629
284,25.48601294,51.45483437
284.5,25.48597408,51.45481238
285,25.4859352,51.45479035
285.5,25.4858963,51.45476837
286,25.48585742,51.45474633
286.5,25.48581859,51.4547243
287,25.48577972,51.45470225
287.5,25.48574088,51.45468014
288,25.48570202,51.45465808
288.5,25.48566313,51.45463608
289,25.48562425,51.45461406
289.5,25.48558534,51.4545921
290,25.48554642,51.45457015
290.5,25.48550749,51.45454829
291,25.48546855,51.45452647
291.5,25.48542964,51.45450467
292,25.48539068,51.45448293
292.5,25.48535177,51.4544612
293,25.48531284,51.45443948
293.5,25.4852739,51.45441783
294,25.48523493,51.45439615
294.5,25.48519587,51.45437462
295,25.48515678,51.45435315
295.5,25.48511766,51.45433175
296,25.48507851,51.45431032
296.5,25.48503933,51.45428897
297,25.4850001,51.45426771
297.5,25.48496089,51.45424642
298,25.48492171,51.45422505
298.5,25.48488256,51.45420372
299,25.48484346,51.45418228
299.5,25.4848044,51.45416075
300,25.48476549,51.45413893
300.5,25.48472696,51.4541163
301,25.4846887,51.45409318
301.5,25.48465053,51.45406984
302,25.48461235,51.45404651
302.5,25.48457431,51.45402302
303,25.48453639,51.45399921
303.5,25.4844987,51.45397505
304,25.48446126,51.45395044
304.5,25.48442415,51.45392522
305,25.48438727,51.4538996
305.5,25.48435046,51.4538739
306,25.48431389,51.45384786
306.5,25.48427769,51.45382107
307,25.48424175,51.45379369
307.5,25.48420633,51.45376589
308,25.48417139,51.45373667
308.5,25.48413803,51.45370603
309,25.48410518,51.45367358
309.5,25.48407481,51.45363955
310,25.48404583,51.45360291
310.5,25.48402005,51.45356426
311,25.48399704,51.45352336
311.5,25.48397728,51.45348006
312,25.48396105,51.45343552
312.5,25.48394805,51.45338949
313,25.48393882,51.4533419
313.5,25.48393369,51.45329435
314,25.48393237,51.45324636
314.5,25.48393502,51.4531979
315,25.48394157,51.45315044
315.5,25.48395149,51.45310369
316,25.4839652,51.45305765
316.5,25.48398248,51.45301325
317,25.48400288,51.45297083
317.5,25.48402638,51.45292992
318,25.48405304,51.45289138
318.5,25.48408237,51.4528562
319,25.48411335,51.45282208
319.5,25.48414584,51.45278987
320,25.48417969,51.45275947
320.5,25.4842148,51.45273073
321,25.48425034,51.45270271
321.5,25.48428644,51.45267544
322,25.48432312,51.45264922
322.5,25.48436029,51.45262384
323,25.48439749,51.45259857
323.5,25.48443492,51.45257375
324,25.4844725,51.45254912
324.5,25.48451032,51.45252493
325,25.48454835,51.45250116
325.5,25.48458638,51.45247748
326,25.48462443,51.45245392
326.5,25.48466252,51.4524304
327,25.48470057,51.45240684
327.5,25.48473869,51.45238339
328,25.48477682,51.45235996
328.5,25.48481493,51.45233651
329,25.48485308,51.45231308
329.5,25.48489129,51.45228985
330,25.48492957,51.45226675
330.5,25.4849679,51.45224371
331,25.4850062,51.45222062
331.5,25.48504453,51.45219753
332,25.4850829,51.45217443
332.5,25.48512124,51.45215128
333,25.4851596,51.45212817
333.5,25.48519793,51.45210498
334,25.48523624,51.45208176
334.5,25.48527455,51.45205864
335,25.48531293,51.45203557
335.5,25.48535126,51.45201247
336,25.48538961,51.45198935
336.5,25.48542792,51.45196621
337,25.48546626,51.45194308
337.5,25.4855045,51.45191987
338,25.48554271,51.45189662
338.5,25.48558086,51.45187333
339,25.48561901,51.4518501
339.5,25.48565722,51.45182697
340,25.48569547,51.45180379
340.5,25.48573375,51.45178071
341,25.48577205,51.45175763
341.5,25.48581037,51.45173451
342,25.48584871,51.45171146
342.5,25.48588705,51.4516884
343,25.48592536,51.45166536
343.5,25.48596368,51.45164234
344,25.48600207,51.45161939
344.5,25.4860404,51.4515964
345,25.48607885,51.45157354
345.5,25.48611728,51.45155062
346,25.48615566,51.45152772
346.5,25.48619404,51.45150481
347,25.48623236,51.45148178
347.5,25.48627071,51.45145872
348,25.48630905,51.45143565
348.5,25.48634735,51.45141251
349,25.48638564,51.45138935
349.5,25.48642394,51.4513661
350,25.48646221,51.4513429
350.5,25.4865005,51.45131972
351,25.48653878,51.45129644
351.5,25.48657704,51.45127321
352,25.48661532,51.45124995
352.5,25.48665358,51.45122671
353,25.48669186,51.45120352
353.5,25.48673019,51.45118042
354,25.48676853,51.45115729
354.5,25.4868068,51.45113408
355,25.48684502,51.45111077
355.5,25.48688323,51.45108744
356,25.48692143,51.45106409
356.5,25.48695965,51.45104077
357,25.48699787,51.45101756
357.5,25.48703612,51.45099438
358,25.48707435,51.45097116
358.5,25.48711262,51.450948
359,25.48715084,51.45092478
359.5,25.48718912,51.45090166
360,25.48722741,51.45087858
360.5,25.48726569,51.45085548
361,25.48730398,51.45083239
361.5,25.48734224,51.45080936
362,25.48738054,51.45078629
362.5,25.4874188,51.45076323
363,25.48745705,51.45074017
363.5,25.48749527,51.45071698
364,25.48753357,51.45069386
364.5,25.48757186,51.45067061
365,25.48761017,51.45064739
365.5,25.48764845,51.45062411
366,25.48768676,51.45060088
366.5,25.48772501,51.45057755
367,25.48776325,51.45055429
367.5,25.48780149,51.45053101
368,25.48783992,51.45050813
368.5,25.48787834,51.45048514
369,25.48791672,51.45046217
369.5,25.48795518,51.45043932
370,25.48799366,51.45041656
370.5,25.48803228,51.45039407
371,25.488071,51.45037181
371.5,25.48810975,51.45034959
372,25.48814856,51.45032751
372.5,25.48818755,51.45030581
373,25.48822649,51.45028392
373.5,25.48826519,51.45026165
374,25.4883034,51.4502384
374.5,25.48834122,51.45021438
375,25.48837879,51.45018984
